@relation rationale
@attribute sentence string
@attribute classification string
@data
' Actually_RB ,_, I_PRP was_VBD wrong_JJ about_IN LimitTokenCountFilterFactory_NN -_: it_PRP already_RB has_VBZ a_DT test_NN in_IN place_NN to_TO insure_VB reporting_NN of_IN missing_VBG required_VBN maxTokenCount_NNP param_NN ._.','relevant'
' Committing_VBG shortly_RB ._.','irrelevant'
' Thanks_NNS Steve_NNP !_.','irrelevant'
' This_DT patch_NN adds_VBZ more_JJR param_NN parsing_VBG methods_NNS to_IN AbstractAnalysisFactory_JJ ,_, including_VBG get_NN (_-LRB- )_-RRB- ,_, require_VB (_-LRB- )_-RRB- ,_, getFloat_NNP (_-LRB- )_-RRB- ,_, getChar_NNP (_-LRB- )_-RRB- ,_, and_CC getSet_NN (_-LRB- )_-RRB- ,_, and_CC changed_VBD all_DT analysis_NN factories_NNS to_TO use_VB them_PRP where_WRB appropriate_JJ ._.','relevant'
" I_PRP do_VBP n't_RB like_VB the_DT 4-arg_CD required_VBN param_NN getXXX_RB (_-LRB- )_-RRB- methods_NNS in_IN AbstractAnalysisFactory_JJ -_HYPH 4th_JJ param_NN as_IN false_JJ means_NNS required_VBN ?_. ?_. ?_.",'relevant'
' -_: maybe_RB these_DT could_MD be_VB converted_VBN to_IN getRequiredXXX_NNP (_-LRB- )_-RRB- ?_.','relevant'
' I_PRP implemented_VBD these_DT as_IN require_NN (_-LRB- )_-RRB- ,_, requireXXX_NNP (_-LRB- )_-RRB- ,_, etc_FW ._.','relevant'
" Tests_NNS all_DT pass_VBP ,_, and_CC precommit_NN 's_VBZ happy_JJ ._.",'relevant'
' Committing_VBG shortly_RB ._.','relevant'
' Thanks_NNS for_IN cleaning_VBG this_DT up_RP Steve_NNP ,_, much_RB nicer_JJR ._.','relevant'
" I_PRP 'd_MD like_VB to_TO merge_VB these_DT commits_NNS back_RB to_IN 4.x_CD if_IN there_EX are_VBP no_DT objections_NNS ._.",'relevant'
' Closed_VBN after_IN release_NN ._.','relevant'
" here_RB 's_VBZ one_CD way_NN we_PRP could_MD improve_VB it_PRP ._.",'relevant'
' There_EX are_VBP probably_RB other_JJ alternatives_NNS that_WDT might_MD be_VB better_JJR ,_, too_RB ._.','irrelevant'
' I_PRP only_RB fixed_VBD one_CD factory_NN as_IN its_PRP$ better_JJR to_TO decide_VB this_DT before_IN going_VBG thru_IN all_DT of_IN them_PRP ._.','relevant'
' +_SYM 1_CD ,_, patch_NN looks_VBZ good_JJ ._.','relevant'
' 1_LS','relevant'
' I_PRP have_VBP fixed_VBN all_PDT the_DT factories_NNS ,_, but_CC currently_RB I_PRP just_RB started_VBD fixing_VBG tests_NNS and_CC adding_VBG tests_NNS for_IN bogus_JJ parameters_NNS to_IN all_DT factories_NNS ._.','relevant'
' I_PRP added_VBD some_DT helpers_NNS to_IN BaseTokenStreamTestCase_NNP and_CC fixed_VBN TestArabicFilters.java_NN as_IN a_DT prototype_NN ..._: \n_ slow_RB moving_NN','relevant'
' updated_VBN patch_NN :_: tests_NNS in_IN analysis_NN /_SYM common_JJ are_VBP done_VBN ._.','relevant'
" I_PRP 'll_MD look_VB at_IN the_DT other_JJ analysis_NN modules_NNS and_CC solr_NNS tomorrow_NN ._.",'irrelevant'
' 1_LS','relevant'
' whew_UH ,_, made_VBD it_PRP thru_IN the_DT rest_NN ._.','irrelevant'
' all_DT tests_NNS pass_VBP ._.','relevant'
' Really_RB nice_JJ de_FW -_HYPH cluttering_VBG in_IN the_DT tests_NNS ._.','relevant'
" I_PRP do_VBP n't_RB like_VB the_DT 4-arg_CD required_VBN param_NN getXXX_RB (_-LRB- )_-RRB- methods_NNS in_IN AbstractAnalysisFactory_JJ -_HYPH 4th_JJ param_NN as_IN false_JJ means_NNS required_VBN ?_. ?_. ?_.",'relevant'
' -_: maybe_RB these_DT could_MD be_VB converted_VBN to_IN getRequiredXXX_NNP (_-LRB- )_-RRB- ?_.','relevant'
' I_PRP think_VBP AbstractAnalysisFactory_JJ could_MD use_VB additional_JJ param_NN parsing_VBG methods_NNS :_: \n\n__SP get(args_NNS ,_, param_NN [_-LRB- ,_, default_NN ]_-RRB- )_-RRB- would_MD be_VB a_DT nice_JJ addition_NN for_IN strings_NNS ,_, instead_RB of_IN args.remove_NNP (_-LRB- )_-RRB- ,_, which_WDT looks_VBZ different_JJ from_IN all_PDT the_DT other_JJ getXXX_JJ (_-LRB- )_-RRB- methods_NNS ._.','relevant'
' Maybe_RB also_RB a_DT version_NN that_WDT takes_VBZ a_DT set_NN of_IN acceptable_JJ values_NNS ,_, as_RB well_RB as_IN a_DT boolean_NN for_IN case_NN insensitivity_RB ?_.','relevant'
' getEnum(args_NNS ,_, param_NN ,_, Enum_NNP class_NN [_-LRB- ,_, default_NN ]_-RRB- )_-RRB- -_: probably_RB case_NN insensitivity_NN could_MD be_VB assumed_VBN ?_.','relevant'
' getChar_NNP (_-LRB- )_-RRB- should_MD be_VB pulled_VBN out_IN of_IN PathHierarchyTokenizerFactory_NN ,_, so_IN that_IN DelimitedPayloadTokenFilterFactory_NN can_MD use_VB it_PRP ._.','relevant'
' getFloat_NNP (_-LRB- )_-RRB- -_: well_UH ,_, only_RB one_CD factory_NN (_-LRB- NumericPayloadTokenFilterFactory_NN )_-RRB- could_MD use_VB it_PRP now_RB ,_, but_CC maybe_RB add_VB it_PRP for_IN completeness_NN ?_.','relevant'
" A_DT few_JJ nits_NNS :_: \n\n__SP TestMappingCharFilterFactory_NN 's_POS factory_NN could_MD switch_VB to_IN being_VBG instantiated_VBN using_VBG the_DT charFilterFactory_JJ (_-LRB- )_-RRB- method_NN \n_ EdgeNgramTokenizerFactory_NNP 's_POS gram_NN size_NN constants_NNS are_VBP pulled_VBN from_IN EdgeNgramTokenFilter_JJR instead_RB of_IN EdgeNgramTokenizer_NNP \n_ LimitTokenCountFilterFactory_NN 's_POS maxTokenCount_NN param_NN should_MD be_VB required_VBN ;_: this_DT is_VBZ a_DT pre_AFX -_HYPH existing_VBG problem_NN though_IN \n_ PatternTokenizerFactory_NN 's_POS group_NN param_NN should_MD use_VB the_DT getInt_NN (_-LRB- )_-RRB- method_NN with_IN a_DT default_NN of_IN -1_. ._.",'relevant'
' I_PRP can_MD do_VB the_DT work_NN if_IN you_PRP agree_VBP with_IN these_DT ._.','irrelevant'
' Should_MD we_PRP create_VB a_DT branch_NN ._.','irrelevant'
' I_PRP also_RB have_VBP some_DT ideas_NNS to_TO fix_VB ..._.','irrelevant'
" \n_ I_PRP do_VBP n't_RB like_VB the_DT 4-arg_CD required_VBN param_NN getXXX_RB (_-LRB- )_-RRB- methods_NNS in_IN AbstractAnalysisFactory_JJ -_HYPH 4th_JJ param_NN as_IN false_JJ means_NNS required_VBN ?_. ?_. ?_.",'relevant'
' -_: maybe_RB these_DT could_MD be_VB converted_VBN to_IN getRequiredXXX_NNP (_-LRB- )_-RRB- ?_.','relevant'
' I_PRP think_VBP AbstractAnalysisFactory_JJ could_MD use_VB additional_JJ param_NN parsing_NN methods_NNS :_: \n    __SP get(args_NNS ,_, param_NN [_-LRB- ,_, default_NN ]_-RRB- )_-RRB- would_MD be_VB a_DT nice_JJ addition_NN for_IN strings_NNS ,_, instead_RB of_IN args.remove_NNP (_-LRB- )_-RRB- ,_, which_WDT looks_VBZ different_JJ from_IN all_PDT the_DT other_JJ getXXX_JJ (_-LRB- )_-RRB- methods_NNS ._.','relevant'
' Maybe_RB also_RB a_DT version_NN that_WDT takes_VBZ a_DT set_NN of_IN acceptable_JJ values_NNS ,_, as_RB well_RB as_IN a_DT boolean_NN for_IN case_NN insensitivity_RB ?_.','relevant'
' getEnum(args_NNS ,_, param_NN ,_, Enum_NNP class_NN [_-LRB- ,_, default_NN ]_-RRB- )_-RRB- -_: probably_RB case_NN insensitivity_NN could_MD be_VB assumed_VBN ?_.','relevant'
' getChar_NNP (_-LRB- )_-RRB- should_MD be_VB pulled_VBN out_IN of_IN PathHierarchyTokenizerFactory_NN ,_, so_IN that_IN DelimitedPayloadTokenFilterFactory_NN can_MD use_VB it_PRP ._.','relevant'
' getFloat_NNP (_-LRB- )_-RRB- -_: well_UH ,_, only_RB one_CD factory_NN (_-LRB- NumericPayloadTokenFilterFactory_NN )_-RRB- could_MD use_VB it_PRP now_RB ,_, but_CC maybe_RB add_VB it_PRP for_IN completeness_NN ?_.','relevant'
" A_DT few_JJ nits_NNS :_: \n    __SP TestMappingCharFilterFactory_NN 's_POS factory_NN could_MD switch_VB to_IN being_VBG instantiated_VBN using_VBG the_DT charFilterFactory_JJ (_-LRB- )_-RRB- method_NN \n    __SP EdgeNgramTokenizerFactory_NN 's_POS gram_NN size_NN constants_NNS are_VBP pulled_VBN from_IN EdgeNgramTokenFilter_JJR instead_RB of_IN EdgeNgramTokenizer_NN \n    __SP LimitTokenCountFilterFactory_NN 's_POS maxTokenCount_NN param_NN should_MD be_VB required_VBN ;_: this_DT is_VBZ a_DT pre_AFX -_HYPH existing_VBG problem_NN though_IN \n    __SP PatternTokenizerFactory_NN 's_POS group_NN param_NN should_MD use_VB the_DT getInt_NN (_-LRB- )_-RRB- method_NN with_IN a_DT default_NN of_IN -1_. ._.",'relevant'
' +_SYM 1_CD to_IN all_DT of_IN this_DT !_.','relevant'
' \n_ Should_MD we_PRP create_VB a_DT branch_NN ._.','irrelevant'
' I_PRP also_RB have_VBP some_DT ideas_NNS to_TO fix_VB ..._: \n_ We_PRP can_MD ,_, or_CC maybe_RB just_RB use_VBP trunk_NN ?_.','irrelevant'
" I_PRP do_VBP n't_RB think_VB the_DT patch_NN makes_VBZ these_DT factories_NNS any_DT worse_RBR ._.",'relevant'
" here_RB 's_VBZ just_RB where_WRB i_PRP am_VBP so_RB far_RB ,_, just_RB scavenging_VBG stored_VBD tests_NNS from_IN where_WRB i_PRP can_MD find_VB ._.",'irrelevant'
' I_PRP still_RB have_VBP nt_RB ported_VBN all_PDT the_DT ones_NNS from_IN .compressing_NN package_NN yet_RB ._.','irrelevant'
' updated_VBN patch_NN ._.','relevant'
' I_PRP think_VBP this_DT is_VBZ close_JJ ..._: adrien_NNS do_VBP you_PRP know_VB of_IN any_DT other_JJ tests_NNS we_PRP should_MD steal_VB and_CC put_VB in_RP here_RB ?_.','irrelevant'
' Patch_VB looks_VBZ good_JJ !_.','relevant'
' 1_LS','relevant'
' [_-LRB- trunk_NN commit_NN ]_-RRB- Robert_NNP Muir_NNP \n_ http://svn.apache.org/viewvc?view=revision&revision=1457926_NNP \n_ LUCENE-4852_NN :_: BaseStoredFieldsFormatTestCase_NN','irrelevant'
' I_PRP committed_VBD this_DT as_IN a_DT start_NN ._.','relevant'
' Hopefully_RB we_PRP add_VBP more_JJR test_NN methods_NNS to_IN this_DT base_NN class_NN !_.','relevant'
' [_-LRB- branch_4x_NN commit_NN ]_-RRB- Robert_NNP Muir_NNP \n_ http://svn.apache.org/viewvc?view=revision&revision=1457931_NNP \n_ LUCENE-4852_NN :_: BaseStoredFieldsFormatTestCase_NN','irrelevant'
' Closed_VBN after_IN release_NN ._.','relevant'
' [_-LRB- branch_4x_NN commit_NN ]_-RRB- Tommaso_NNP Teofili_NNP \n_ http://svn.apache.org/viewvc?view=revision&revision=1448210_NN \n_ LUCENE-4782_NNP -_HYPH backported_VBN fix_NN to_IN branch_4x_NN','irrelevant'
' [_-LRB- trunk_NN commit_NN ]_-RRB- Tommaso_NNP Teofili_NNP \n_ http://svn.apache.org/viewvc?view=revision&revision=1448207_NNP \n_ LUCENE-4782_NNP -_HYPH removed_VBN wrong_JJ line_NN in_IN build.xml_NNS','irrelevant'
" [_-LRB- trunk_NN commit_NN ]_-RRB- Tommaso_NNP Teofili_NNP \n_ http://svn.apache.org/viewvc?view=revision&revision=1448204_NNP \n_ LUCENE-4782_NNP -_HYPH fixed_VBN SNBC_NNP docsWithClassSize_NN initialization_NN in_IN case_NN of_IN codec_NNP does_VBZ n't_RB support_VB Terms#getDocCount_NN",'irrelevant'
" thanks_NNS Robert_NNP ,_, that_WDT may_MD make_VB sense_NN but_CC I_PRP 'm_VBP not_RB really_RB sure_JJ as_IN in_IN 4.x_CD we_PRP still_RB support_VBP 3x_CD codecs_NNS in_IN general_JJ ._.",'relevant'
' Also_RB I_PRP noticed_VBD that_IN other_JJ methods_NNS used_VBN in_IN the_DT classification_NN module_NN that_WDT depend_VBP on_IN the_DT underlying_VBG codec_NNP may_MD return_VB -1_. (_-LRB- unsupported_JJ )_-RRB- ._.','relevant'
" I_PRP 'll_MD have_VB a_DT deeper_JJR look_NN and_CC see_VB if_IN it_PRP really_RB make_VBP sense_NN to_TO '_`` fallback_VB '_'' such_JJ calls_NNS or_CC either_CC it_PRP 'd_MD be_VB safer_JJR and_CC reasonable_JJ to_TO follow_VB your_PRP$ suggestion_NN ._.",'relevant'
' [_-LRB- trunk_NN commit_NN ]_-RRB- Tommaso_NNP Teofili_NNP \n_ http://svn.apache.org/viewvc?view=revision&revision=1448932_NNP \n_ LUCENE-4782_NNP -_HYPH suppressing_VBG SNBC_NNP test_NN for_IN Lucene3x_NN codec_VBN for_IN now_RB','irrelevant'
' [_-LRB- branch_4x_NN commit_NN ]_-RRB- Tommaso_NNP Teofili_NNP \n_ http://svn.apache.org/viewvc?view=revision&revision=1448933_NNP \n_ LUCENE-4782_NNP -_HYPH suppressing_VBG SNBC_NNP test_NN for_IN Lucene3x_NN codec_VBN for_IN now_RB','irrelevant'
' Closed_VBN after_IN release_NN ._.','relevant'
' I_PRP am_VBP fine_JJ with_IN such_PDT a_DT system_NN property_NN and_CC also_RB some_DT code_NN to_TO warn_VB user_NN of_IN several_JJ incompatible_JJ combinations_NNS ,_, but_CC I_PRP want_VBP to_TO be_VB able_JJ to_TO run_VB tests_NNS to_TO find_VB the_DT problems_NNS behind_IN the_DT issue_NN ._.','relevant'
" In_IN my_PRP$ opinion_NN ,_, we_PRP should_MD really_RB warn_VB users_NNS also_RB on_IN Solr_NNP startup_NN ,_, if_IN they_PRP have_VBP jRockit_NNP (_-LRB- this_DT JVM_NN only_RB works_VBZ with_IN Lucene_NNP if_IN you_PRP pass_VBP -XnoOpt_: )_-RRB- or_CC J9_NNP (_-LRB- fails_VBZ with_IN Lucene_NNP 4.0_CD +_SYM )_-RRB- ,_, so_IN they_PRP do_VBP n't_RB corrumpt_VB their_PRP$ index_NN ._.",'relevant'
' Please_UH note_VB :_: Policeman_NNP Jenkins_NNP (_-LRB- before_IN it_PRP was_VBD shot_VBN by_IN some_DT Generics_NNP Drug_NNP Dealer_NNP )_-RRB- was_VBD running_VBG JRockit_NNP with_IN this_DT JVM_NN option_NN ._.','irrelevant'
' Why_WRB does_VBZ it_PRP need_VB to_TO be_VB a_DT system_NN property_NN ,_, Hoss_NNP ?_.','irrelevant'
" The_DT test_NN group_NN annotations_NNS can_MD be_VB enabled_VBN /_SYM disabled_JJ via_IN system_NN properties_NNS and_CC they_PRP also_RB do_VBP display_NN messages_NNS on_IN assumption_NN -_HYPH ignored_VBN tests_NNS \x96_: would_MD n't_RB this_DT be_VB enough_JJ to_TO cover_VB your_PRP$ use_NN case_NN ?_.",'relevant'
" @SuspiciousJ9Shit_NNP \n_ @SuspiciousJRockitShit_NN \n\n\n__SP The_DT only_JJ problem_NN I_PRP see_VBP is_VBZ that_IN these_DT need_VBP to_TO be_VB provided_VBN statically_RB \x96_: if_IN you_PRP need_VBP to_TO detect_VB them_PRP at_IN runtime_NN then_RB I_PRP 'd_MD either_CC need_VB to_TO change_VB the_DT code_NN of_IN the_DT runner_NN or_CC we_PRP 'd_MD need_VB to_TO switch_VB to_IN assumptions_NNS inside_IN a_DT rule_NN ,_, for_IN example_NN ._.",'relevant'
' [_-LRB- trunk_NN commit_NN ]_-RRB- Uwe_NNP Schindler_NNP \n_ http://svn.apache.org/viewvc?view=revision&revision=1421818_NNP \n_ Revert_NNP the_DT revert_NN of_IN the_DT revert_NN ._.','irrelevant'
' I_PRP hope_VBP Robert_NNP Muir_NNP will_MD followup_VB and_CC we_PRP can_MD agree_VB that_IN this_DT patch_NN is_VBZ not_RB really_RB a_DT good_JJ idea_NN and_CC we_PRP should_MD discuss_VB on_IN LUCENE-4630_NNP what_WP to_TO do_VB ._.','irrelevant'
' I_PRP know_VBP that_IN Mike_NNP is_VBZ already_RB beasting_VBG J9_NNP ,_, so_IN we_PRP would_MD need_VB an_DT option_NN to_TO disable_VB this_DT AssumptionFailedEx_NN ._.','irrelevant'
' Thanks_NNS in_IN advance_NN !_.','irrelevant'
' [_-LRB- branch_4x_NN commit_NN ]_-RRB- Uwe_NNP Schindler_NNP \n_ http://svn.apache.org/viewvc?view=revision&revision=1421819_NNP \n_ Merged_NNP revision(s_NN )_-RRB- 1421818_CD from_IN lucene_NN /_SYM dev_NN /_SYM trunk_NN :_: \n_ Revert_NNP the_DT revert_NN of_IN the_DT revert_NN ._.','irrelevant'
' I_PRP hope_VBP Robert_NNP Muir_NNP will_MD followup_VB and_CC we_PRP can_MD agree_VB that_IN this_DT patch_NN is_VBZ not_RB really_RB a_DT good_JJ idea_NN and_CC we_PRP should_MD discuss_VB on_IN LUCENE-4630_NNP what_WP to_TO do_VB ._.','irrelevant'
' I_PRP know_VBP that_IN Mike_NNP is_VBZ already_RB beasting_VBG J9_NNP ,_, so_IN we_PRP would_MD need_VB an_DT option_NN to_TO disable_VB this_DT AssumptionFailedEx_NN ._.','irrelevant'
' Thanks_NNS in_IN advance_NN !_.','irrelevant'
' Bulk_NNP move_NN 4.4_CD issues_NNS to_IN 4.5_CD and_CC 5.0_CD','relevant'
' Move_VB issue_NN to_IN Lucene_NNP 4.9_CD ._.','relevant'
' <_XX <_XX Non_NNP -_. IBMers_NNS please_UH ignore_VB this_DT message_NN >_XX >_XX \n_ Do_VBP nt_RB see_VB this_DT as_IN a_DT bug_NN against_IN IBM_NNP JDK_NNP ._.','irrelevant'
' Thanks_NNS and_CC Regards_NNPS \n_ Brijesh_NNP Nekkare_NNP \n_ IBM_NNP Java_NNP team_NN','irrelevant'
' here_RB is_VBZ a_DT patch_NN that_WDT adds_VBZ #_$ estimateDocCount_NN to_IN DISI_NN ._.','relevant'
' It_PRP still_RB has_VBZ some_DT nocommits_NNS mainly_RB related_VBN to_IN BitSets_NNP and_CC carnality_NN but_CC I_PRP this_DT its_PRP$ fine_NN as_IN a_DT start_NN ._.','relevant'
' I_PRP removed_VBD the_DT TermConjunction_NNP specialization_NN and_CC changed_VBD the_DT heuristic_NN in_IN FilteredQuery_NNP to_TO use_VB the_DT estimated_VBN cost_NN ._.','relevant'
' Nice_JJ idea_NN !_.','relevant'
' At_IN least_JJS the_DT FilteredQuery_NNP code_NN looks_VBZ fine_JJ to_IN me_PRP ._.','relevant'
' I_PRP agree_VBP ,_, the_DT Bits_NNPS interface_NN and_CC FixedBitSet_NN has_VBZ a_DT costly_JJ cardinality_NN (_-LRB- Bits_NNS does_VBZ not_RB have_VB it_PRP at_RB all_RB ..._NFP )_-RRB- ,_, so_IN we_PRP should_MD think_VB about_IN that_DT ._.','relevant'
' As_RB far_RB as_IN I_PRP see_VBP it_PRP returns_VBZ maxDoc_NN as_IN cost_NN ._.','irrelevant'
' One_CD thing_NN :_: estimatedDocCount_NN is_VBZ long_JJ ,_, but_CC docIds_VB in_IN Lucene_NNP are_VBP still_RB int_NN -_: this_DT makes_VBZ no_DT sense_NN ,_, because_IN the_DT current_JJ scorer_NN /_SYM disi_NN interface_NN can_MD never_RB return_VB anything_NN >_XX Integer_NNP ._. MAX_VALUE_NN ,_, so_CC the_DT estimatedDocCount_NN can_MD never_RB be_VB 64_CD bits_NNS ._.','relevant'
' We_PRP should_MD maybe_RB rethink_VB in_IN the_DT future_NN to_TO make_VB docIds_NN in_IN Lucene_NNP longs_NNS ,_, but_CC until_IN this_DT has_VBZ happened_VBN ,_, we_PRP should_MD not_RB mix_VB both_DT datatypes_NNS in_IN public_JJ APIs_NNS ,_, this_DT would_MD cause_VB confusion_NN ._.','relevant'
' When_WRB i_PRP did_VBD the_DT cost_NN estimate_NN patch_NN on_IN LUCENE-4236_NNP ,_, i_PRP chose_VBD a_DT long_RB too_RB ._.','relevant'
' but_CC there_RB it_PRP was_VBD trying_VBG to_TO estimate_VB the_DT number_NN of_IN documents_NNS visited_VBN ,_, \n_ e.g._RB','irrelevant'
' the_DT number_NN of_IN postings_NNS ._.','irrelevant'
' so_IN the_DT formula_NN for_IN a_DT conjunction_NN would_MD be_VB min(subscorer_NN cost_NN )_-RRB- *_NFP #_NN subscorers_NNS ,_, and_CC for_IN a_DT disjunction_NN its_PRP$ just_RB the_DT sum_NN of_IN all_PDT the_DT subscorer_JJ costs_NNS ,_, and_CC so_RB on_RB ._.','irrelevant'
' I_PRP felt_VBD like_IN for_IN scoring_NN purposes_NNS this_DT is_VBZ more_RBR useful_JJ than_IN the_DT number_NN of_IN documents_NNS ,_, but_CC that_DT s_VBZ just_RB my_PRP$ opinion_NN ._.','relevant'
' I_PRP tend_VBP to_TO agree_VB with_IN robert_NN that_IN using_VBG longs_NNS makes_VBZ things_NNS a_DT lot_NN easier_JJR here_RB too_RB ._.','relevant'
" We_PRP do_VBP n't_RB need_VB to_TO deal_VB with_IN int_NN overflows_NNS ._.",'relevant'
' Maybe_RB we_PRP should_MD rename_VB to_IN estimateDocsVisited_VBN ?_.','relevant'
' Uwe_NNP the_DT current_JJ discussion_NN is_VBZ about_IN not_RB measuring_VBG count_NN of_IN documents_NNS ,_, but_CC instead_RB i_PRP /_SYM o_VBP operations_NNS ._.','relevant'
' So_RB advance_NN (_-LRB- )_-RRB- ,_, docId_NN (_-LRB- )_-RRB- ,_, fixedBitset_VB and_CC so_RB on_RB are_VBP totally_RB unrelated_JJ to_IN that_DT ._.','relevant'
' Uwe_NNP the_DT current_JJ discussion_NN is_VBZ about_IN not_RB measuring_VBG count_NN of_IN documents_NNS ,_, but_CC instead_RB i_PRP /_SYM o_VBP operations_NNS ._.','relevant'
' Man_NN ,_, I_PRP just_RB wanted_VBD to_TO make_VB clear_JJ that_IN the_DT current_JJ patch_NN and_CC the_DT current_JJ issue_NN summary_NN have_VBP this_DT problem_NN ._.','relevant'
' ok_UH :_: I_PRP agree_VBP if_IN its_PRP$ a_DT count_NN of_IN documents_NNS ,_, the_DT type_NN should_MD be_VB consistent_JJ ._.','relevant'
' But_CC as_IN i_PRP suggested_VBD i_PRP do_VBP nt_RB think_VB a_DT count_NN of_IN documents_NNS is_VBZ that_RB great_JJ for_IN how_WRB we_PRP will_MD use_VB this_DT (_-LRB- picking_VBG conjunction_NN leader_NN ,_, filtering_VBG heuristics_NNS ,_, maybe_RB minimum_JJ -_HYPH should_MD -_HYPH match_VB disjunction_NN scoring_NN ,_, maybe_RB cleanup_NN exact_JJ phrase_NN scorer_NN /_NFP add_VB its_PRP$ optimizations_NNS to_IN sloppy_JJ phrase_NN scorer_NN ,_, maybe_RB more_JJR BS_NN versus_IN BS2_NNP heuristics_NNS in_IN BooleanWeight_NNP ,_, etc_FW etc_FW )_-RRB-','relevant'
' Patch_VB updated_VBN to_IN trunk_NN (_-LRB- as_IN Stefan_NNP needs_VBZ this_DT for_IN LUCENE-4571_NNP )_-RRB- ._.','relevant'
' I_PRP carefully_RB reviewed_VBD all_PDT these_DT costs_NNS and_CC also_RB integrated_VBD it_PRP into_IN spans_NNS ._.','relevant'
' Though_IN these_DT queries_NNS (_-LRB- e.g._RB','relevant'
' nearquery_LS )_-RRB- do_VBP nt_RB yet_RB use_VB it_PRP ,_, they_PRP should_MD ._.','relevant'
' The_DT only_JJ query_NN i_PRP changed_VBD was_VBD to_TO make_VB ConjunctionTermScorer_JJ algorithm_NN our_PRP$ ConjunctionScorer_NNP ,_, sorting_VBG subscorers_NNS on_IN cost_NN (_-LRB- which_WDT is_VBZ docFreq_NNS in_IN the_DT all_DT terms_NNS case_NN )_-RRB- ._.','relevant'
' 1_LS','relevant'
' Thanks_NNS !_.','irrelevant'
' I_PRP will_MD come_VB up_RP with_IN a_DT new_JJ prototype_NN impl_NN for_IN LUCENE-4571_NNP soon_RB which_WDT will_MD include_VB and_CC build_VB upon_IN this_DT patch_NN ._.','relevant'
' The_DT patch_NN might_MD be_VB hard_JJ to_TO apply_VB due_IN to_IN the_DT svn_NN replace_VB Stefan_NNP ._.','relevant'
' I_PRP plan_VBP on_IN doing_VBG final_JJ checks_NNS on_IN it_PRP and_CC committing_VBG it_PRP today_NN ._.','relevant'
' Really_RB its_PRP$ silly_JJ lucene_NN does_VBZ nt_RB have_VB this_DT for_IN our_PRP$ scorers_NNS already_RB ,_, since_IN e.g._RB','relevant'
' textbook_NN IR_NN formulas_NNS make_VBP use_NN of_IN this_DT stuff_NN ._.','relevant'
' We_PRP can_MD open_VB followup_JJ issues_NNS to_TO improve_VB the_DT other_JJ scorers_NNS logic_NN (_-LRB- FilteredQuery_NNP ,_, SpanNearQuery_NNP ,_, etc_FW )_-RRB- ._.','relevant'
' I_PRP only_RB did_VBD the_DT obvious_JJ \n_ conjunction_NN one_NN so_RB we_PRP get_VBP the_DT logic_NN of_IN ConjunctionTermScorer_NNP across_IN any_DT arbitrary_JJ scorers_NNS ._.','relevant'
' Just_RB gimme_VB a_DT few_JJ hours_NNS ,_, sorry_JJ for_IN the_DT delay_NN','irrelevant'
' Thanks_NNS Robert_NNP ,_, I_PRP was_VBD thinking_VBG about_IN this_DT the_DT other_JJ day_NN !_.','irrelevant'
' Cool_UH that_IN you_PRP brought_VBD this_DT back_RB to_IN life_NN !_.','relevant'
' +_SYM 1_CD to_IN the_DT patch_NN ._.','relevant'
' I_PRP think_VBP you_PRP need_VBP to_TO add_VB a_DT CHANGES.TXT_NNP entry_NN still_RB ._.','relevant'
' simon_NN','irrelevant'
" I_PRP 'll_MD put_VB it_PRP in_RP when_WRB committing_VBG ..._: I_PRP always_RB wait_VBP until_IN then_RB ,_, otherwise_RB its_PRP$ just_RB asking_VBG for_IN conflicts_NNS if_IN you_PRP ever_RB merge_VBP up_RP the_DT patch_NN",'relevant'
' [_-LRB- trunk_NN commit_NN ]_-RRB- Robert_NNP Muir_NNP \n_ http://svn.apache.org/viewvc?view=revision&revision=1456670_SYM \n_ LUCENE-4607_NNPS :_: add_VB DISI_NN /_SYM Spans.cost_VBN','irrelevant'
' [_-LRB- branch_4x_NN commit_NN ]_-RRB- Robert_NNP Muir_NNP \n_ http://svn.apache.org/viewvc?view=revision&revision=1456686_NN \n_ LUCENE-4607_NNP :_: add_VB DISI_NN /_SYM Spans.cost_VBN','irrelevant'
' Closed_VBN after_IN release_NN ._.','relevant'
' I_PRP tried_VBD this_DT on_IN that_DT geonames_NNS database_NN since_IN my_PRP$ default_NN indexing_NN (_-LRB- just_RB shoving_VBG everything_NN in_IN as_IN a_DT TextField_NNP )_-RRB- \n_ creates_VBZ a_DT huge_JJ .nrm_. file_NN today_NN (_-LRB- 150_CD MB_NNS :_: 8_CD M_CD docs_NNS *_NFP 19_CD fields_NNS )_-RRB- ._.','relevant'
